,age,breeds,description,media,name,pet_id,sex,size,status
29,Young,Labrador Retriever,,"['http://photos.petfinder.com/photos/pets/43298285/1/?bust=1545216780', 'http://photos.petfinder.com/photos/pets/43298285/2/?bust=1545216991', 'http://photos.petfinder.com/photos/pets/43298285/3/?bust=1545217113']",Kiwi,43298285,F,M,A
30,Adult,Terrier,"You can fill out an adoption application online on our official website.Sweet Vinny is a 1.5 year old Terrier mix who weighs 15 pounds. He comes into rescue from Texas where he has only known a life of suffering and neglect so far. Vinny was looking and feeling terrible when we got to him. He was suffering from a bad case of non contagious mange and his hair was almost all gone, his skin so raw and infected. Vinny will get all the medical treatment he needs with our vet partner and very soon he will be ready to join a forever family that can finally show him the meaning of love. This cutie pie deserves so much more than the life he has endured so far and we canât wait to give it to him! He is such a good boy and is friendly with people of all ages and other dogs. He will be neutered and up to date on vaccines prior to placement in his forever home. If you would like to make Vinny (TX) the newest member of your family, please fill out an adoption application for him here: http://www.rescuedogsrocknyc.org","['http://photos.petfinder.com/photos/pets/43145077/1/?bust=1540855045', 'http://photos.petfinder.com/photos/pets/43145077/2/?bust=1540855047']",Vinny (TX),43145077,M,S,A
31,Young,Saint Bernard,"What can we say about this handsome young man.. Beethoven is a st bernard  mix (best guess)...This boy is about 3 yrs old and absolutely loves to meet everyone. He gets along with other dogs with proper introduction.  He is very gentle and walks great on a leash

Prospective Adopter, please complete an adoption application available on our website nbanimalrescue.org and email it to adopt@nbanimalrescue.org. Upon receipt, an Adoption Specialist will contact you to schedule an appointment. We are a volunteer organization, so an appointment to visit the rescue is a necessity.","['http://photos.petfinder.com/photos/pets/42716936/1/?bust=1536596540', 'http://photos.petfinder.com/photos/pets/42716936/2/?bust=1536596553', 'http://photos.petfinder.com/photos/pets/42716936/3/?bust=1536596560']",Beethoven,42716936,M,L,A
32,Baby,Shepherd,"Welcome to a Badass Puppy Palooza, yâall! Fall in love with Sticky Date Pudding!! Here's the backstory: when we saved Available Pam Ewingâs life on our #bigasstxrescue we also saved 7 more! Congrats to proud mama Pam Ewing !Take in the southern dessert potluck pups who are ALL available for adoption. To adopt one of these pups or Available Pam Ewing visit Bit.ly/BadassApp","['http://photos.petfinder.com/photos/pets/43399473/1/?bust=1543421209', 'http://photos.petfinder.com/photos/pets/43399473/2/?bust=1544124448']",Sticky Date Pudding,43399473,M,M,A
33,Young,"Labrador Retriever, Pit Bull Terrier","Luke is the cutest pit/lab mix in search of his forever home!!! This lover is on the smaller side, currently only weighing about 32 lbs and we estimate him to be a little less than a year old. He's good with other dogs and kids but no cats. He will be neutered, current on vaccines, and microchipped. Please email enb313@gmail.com for an application!","['http://photos.petfinder.com/photos/pets/43291411/1/?bust=1542215840', 'http://photos.petfinder.com/photos/pets/43291411/2/?bust=1542215843', 'http://photos.petfinder.com/photos/pets/43291411/3/?bust=1542215845']",Luke,43291411,M,M,A
34,Adult,American Staffordshire Terrier,Bueller has been doing FANTASTIC with his obedience lessons!  He is goofy when appropriate and a gentleman when he is instructed to do so!  His owner had to re-locate out of the country so now Bueller is looking for a new family. His a big boy who is quite goofy. We're not sure if he is friendly with other dogs yet but he definitely loves all people he meets! For more information please call or stop by the shelter.,"['http://photos.petfinder.com/photos/pets/39810938/1/?bust=1509634141', 'http://photos.petfinder.com/photos/pets/39810938/2/?bust=1509634146', 'http://photos.petfinder.com/photos/pets/39810938/4/?bust=1523027224', 'http://photos.petfinder.com/photos/pets/39810938/5/?bust=1527695512', 'http://photos.petfinder.com/photos/pets/39810938/6/?bust=1527695512']",Bueller,39810938,M,L,A
35,Adult,Australian Shepherd,"Clair is very sweet and loves people.  She came from rural Georgia where she was found as a stray.  We think Claire is 6-8 years old.  She would make an excellent companion for a retired person or a senior citizen as she is a very calm and well behaved dog.  Claire is spayed, current on vaccinations and ready to start a new life in the North.  If you are interested in adopting Claire please contact Peggy Stern at pmpstern@yahoo.com","['http://photos.petfinder.com/photos/pets/41835943/1/?bust=1528401044', 'http://photos.petfinder.com/photos/pets/41835943/2/?bust=1528401051', 'http://photos.petfinder.com/photos/pets/41835943/3/?bust=1528401098']",Claire,41835943,F,M,A
36,Adult,"Staffordshire Bull Terrier, Boxer","This sweet boy Clyde was found roaming around in the woods in upstate NY. This handsome fellow has an awesome personality and loves being around people. He is great with selective dogs but proper introductions a must. Clyde loves playing with his toys and lots of excercise but is not fond of the little kitties or small dogs. We suggest children over 10 years old since he is still working on basic manners. 

All adoptions include, age appropriate vaccines, spay/neuter, lifetime registred microchip.. 

Adoption Fees: $295

Transport $50 if required.","['http://photos.petfinder.com/photos/pets/40638060/1/?bust=1545180483', 'http://photos.petfinder.com/photos/pets/40638060/2/?bust=1545154491', 'http://photos.petfinder.com/photos/pets/40638060/3/?bust=1545154493']",Clyde,40638060,M,L,A
37,Young,Pit Bull Terrier,"Howdy yâall! My nameâs Texas, and besides the name, I ainât got much in common with the Lone Star State!
The only things really big about me are my happiness and affection! Iâm the perfect medium size, and people often mistake me for a puppy because of my boyish looks ?? 
I am a staff and volunteer favorite to walk, to talk to, and to get and receive love from. I really am such a good boy! Iâve done well with some pups Iâve met here, but if youâre planning on adding me to your pack, a dog meet would be required. You should also know that I prefer to be in a home without cats. 
Iâm tired of being a Lone Heart Pup, and am ready to meet my forever family! Stop by today and meet me! Or share this post so another family can fall in love ?????","['http://photos.petfinder.com/photos/pets/42726834/1/?bust=1536705987', 'http://photos.petfinder.com/photos/pets/42726834/2/?bust=1536705989', 'http://photos.petfinder.com/photos/pets/42726834/3/?bust=1536705991', 'http://photos.petfinder.com/photos/pets/42726834/4/?bust=1536705993', 'http://photos.petfinder.com/photos/pets/42726834/5/?bust=1536705995']",Texas,42726834,M,M,A
38,Young,"Dachshund, Chihuahua","Marco came to NorthStar Pet Rescue in October 2017. He is currently our longest resident in foster and although he loves his foster home, a foster home is not a forever home.

Marco is a Chihuahua/Dachshund mix (often called a ""Chiweenie"") and is about 1.5 years old and weighs 12 pounds. He is playful, housetrained, and gets along with small dogs and cats.

This boy is very smart and eager to please his person.

Marco may take some time to warm up to strangers and large dogs, but given an opportunity to get to know them on his timeline, his confidence builds and ultimately he is fine. We have also discovered that he warms up more quickly to men than to women. Marcoâs perfect home would be with a single guy who is willing to work with him and his insecurities. Donât be deterred ladies, Marco is currently living with two women and adores them, but for some reason he really enjoys the company of men!

Marco has completed four weeks of a âboard and trainâ program and anyone who adopts him would have access to those trainers.

Could you be ""The Person"" that Marco is looking for? Please give this little guy with the big personality a chance. He'll win you over - Guaranteed !!

APARTMENT APPROPRIATE.

If you think Marco is ""the one"" for you, please fill out an application at https://northstarpets.org and be sure
to mention his name, MARCO TEXAS!

","['http://photos.petfinder.com/photos/pets/39883383/1/?bust=1542400276', 'http://photos.petfinder.com/photos/pets/39883383/2/?bust=1542400282', 'http://photos.petfinder.com/photos/pets/39883383/3/?bust=1542400287']",A Chiweenie Looking for Love,39883383,M,S,A
